State,,County Name,,,,Median Home Price Q4 2023,,,"Monthly Payment Q4
2023",,,"Monthly Payment
Q4 2022",,,,,
,,Wilson County,,,,"$273,360",,,"$1,690",,,"$1,550",,,,,
,,Winkler County,,,,"$112,580",,,$690,,,$630,,,,,
,,Wise County,,,,"$308,050",,,"$1,900",,,"$1,740",,,,,
,,Wood County,,,,"$176,140",,,"$1,090",,,$990,,,,,
,,Yoakum County,,,,"$173,250",,,"$1,070",,,$980,,,,,
,,Young County,,,,"$146,630",,,$900,,,$830,,,,,
,,Zapata County,,,,"$87,500",,,$540,,,$490,,,,,
,,Zavala County,,,,"$79,760",,,$490,,,$450,,,,,
,,Beaver County,,,,"$259,400",,,"$1,600",,,"$1,440",,,,,
,,Box Elder County,,,,"$322,840",,,"$1,990",,,"$1,790",,,,,
,,Cache County,,,,"$468,820",,,"$2,890",,,"$2,700",,,,,
,,Carbon County,,,,"$184,360",,,"$1,140",,,"$1,020",,,,,
,,Daggett County,,,,"$263,790",,,"$1,630",,,"$1,470",,,,,
,,Davis County,,,,"$540,140",,,"$3,330",,,"$3,080",,,,,
,,Duchesne County,,,,"$238,920",,,"$1,470",,,"$1,330",,,,,
,,Emery County,,,,"$176,310",,,"$1,090",,,$980,,,,,
,,Garfield County,,,,"$248,530",,,"$1,530",,,"$1,380",,,,,
,,Grand County,,,,"$446,060",,,"$2,750",,,"$2,480",,,,,
Utah,,Iron County,,,,"$312,910",,,"$1,930",,,"$1,740",,,,,
,,Juab County,,,,"$325,180",,,"$2,010",,,"$1,870",,,,,
,,Kane County,,,,"$310,930",,,"$1,920",,,"$1,730",,,,,
,,Millard County,,,,"$237,240",,,"$1,460",,,"$1,320",,,,,
,,Morgan County,,,,"$567,660",,,"$3,500",,,"$3,230",,,,,
,,Piute County,,,,"$228,670",,,"$1,410",,,"$1,270",,,,,
,,Rich County,,,,"$285,220",,,"$1,760",,,"$1,580",,,,,
,,Salt Lake County,,,,"$543,120",,,"$3,350",,,"$3,110",,,,,
,,San Juan County,,,,"$185,930",,,"$1,150",,,"$1,030",,,,,
,,Sanpete County,,,,"$280,720",,,"$1,730",,,"$1,560",,,,,
,,Sevier County,,,,"$250,200",,,"$1,540",,,"$1,390",,,,,
,,Summit County,,,,"$907,340",,,"$5,600",,,"$5,200",,,,,
,,Tooele County,,,,"$460,920",,,"$2,840",,,"$2,640",,,,,
,,Uintah County,,,,"$264,520",,,"$1,630",,,"$1,470",,,,,
,,Utah County,,,,"$553,330",,,"$3,410",,,"$3,180",,,,,
,,Wasatch County,,,,"$648,820",,,"$4,000",,,"$3,610",,,,,
,,Washington County,,,,"$544,300",,,"$3,360",,,"$3,070",,,,,
,,Wayne County,,,,"$330,470",,,"$2,040",,,"$1,840",,,,,
,,Weber County,,,,"$445,030",,,"$2,750",,,"$2,540",,,,,
Vermont,,Addison County,,,,"$348,310",,,"$2,150",,,"$1,810",,,,,
,,Bennington County,,,,"$271,970",,,"$1,680",,,"$1,410",,,,,
,,Caledonia County,,,,"$221,270",,,"$1,370",,,"$1,150",,,,,
,,Chittenden County,,,,"$451,690",,,"$2,790",,,"$2,460",,,,,
,,Essex County,,,,"$169,230",,,"$1,040",,,$880,,,,,
,,Franklin County,,,,"$281,180",,,"$1,730",,,"$1,530",,,,,
,,Grand Isle County,,,,"$362,800",,,"$2,240",,,"$1,970",,,,,
,,Lamoille County,,,,"$302,980",,,"$1,870",,,"$1,570",,,,,
,,Orange County,,,,"$258,540",,,"$1,600",,,"$1,340",,,,,
,,Orleans County,,,,"$220,150",,,"$1,360",,,"$1,140",,,,,
,,Rutland County,,,,"$227,760",,,"$1,410",,,"$1,180",,,,,
,,Washington County,,,,"$311,150",,,"$1,920",,,"$1,610",,,,,
,,Windham County,,,,"$279,810",,,"$1,730",,,"$1,450",,,,,
,,Windsor County,,,,"$279,470",,,"$1,720",,,"$1,450",,,,,
,,Accomack County,,,,"$198,300",,,"$1,220",,,"$1,070",,,,,
,,Albemarle County,,,,"$526,160",,,"$3,250",,,"$2,830",,,,,
,,Alleghany County,,,,"$132,850",,,$820,,,$720,,,,,
,,Amelia County,,,,"$254,370",,,"$1,570",,,"$1,360",,,,,
,,Amherst County,,,,"$184,090",,,"$1,140",,,"$1,050",,,,,
,,Appomattox County,,,,"$180,440",,,"$1,110",,,"$1,030",,,,,
,,Arlington County,,,,"$867,100",,,"$5,350",,,"$4,810",,,,,
,,Augusta County,,,,"$313,840",,,"$1,940",,,"$1,700",,,,,
,,Bath County,,,,"$198,730",,,"$1,230",,,"$1,070",,,,,
,,Bedford County,,,,"$295,490",,,"$1,820",,,"$1,690",,,,,
,,Bland County,,,,"$142,410",,,$880,,,$770,,,,,
,,Botetourt County,,,,"$284,780",,,"$1,760",,,"$1,530",,,,,
,,Brunswick County,,,,"$136,500",,,$840,,,$740,,,,,
,,Buchanan County,,,,"$91,250",,,$560,,,$490,,,,,
,,Buckingham County,,,,"$172,830",,,"$1,070",,,$930,,,,,
,,Campbell County,,,,"$185,610",,,"$1,150",,,"$1,060",,,,,
,,Caroline County,,,,"$275,700",,,"$1,700",,,"$1,470",,,,,
,,Carroll County,,,,"$149,610",,,$920,,,$810,,,,,
,,Charles City County,,,,"$216,380",,,"$1,340",,,"$1,150",,,,,
,,Charlotte County,,,,"$147,250",,,$910,,,$800,,,,,
,,Chesterfield County,,,,"$374,640",,,"$2,310",,,"$2,000",,,,,
,,Clarke County,,,,"$519,730",,,"$3,210",,,"$2,880",,,,,
,,Craig County,,,,"$199,090",,,"$1,230",,,"$1,070",,,,,
,,Culpeper County,,,,"$397,250",,,"$2,450",,,"$2,150",,,,,
,,Cumberland County,,,,"$227,050",,,"$1,400",,,"$1,210",,,,,
,,Dickenson County,,,,"$95,870",,,$590,,,$520,,,,,
,,Dinwiddie County,,,,"$243,590",,,"$1,500",,,"$1,300",,,,,
,,Essex County,,,,"$233,230",,,"$1,440",,,"$1,260",,,,,
,,Fairfax County,,,,"$727,480",,,"$4,490",,,"$4,040",,,,,
,,Fauquier County,,,,"$576,350",,,"$3,560",,,"$3,200",,,,,
,,Floyd County,,,,"$220,760",,,"$1,360",,,"$1,190",,,,,
,,Fluvanna County,,,,"$292,750",,,"$1,810",,,"$1,570",,,,,
,,Franklin County,,,,"$223,880",,,"$1,380",,,"$1,210",,,,,
,,Frederick County,,,,"$390,160",,,"$2,410",,,"$2,130",,,,,
,,Giles County,,,,"$155,140",,,$960,,,$820,,,,,
,,Gloucester County,,,,"$291,640",,,"$1,800",,,"$1,590",,,,,
,,Goochland County,,,,"$471,950",,,"$2,910",,,"$2,520",,,,,
,,Grayson County,,,,"$138,760",,,$860,,,$750,,,,,
,,Greene County,,,,"$311,010",,,"$1,920",,,"$1,670",,,,,
,,Greensville County,,,,"$157,570",,,$970,,,$850,,,,,
,,Halifax County,,,,"$143,160",,,$880,,,$770,,,,,
,,Hanover County,,,,"$405,550",,,"$2,500",,,"$2,160",,,,,
,,Henrico County,,,,"$375,080",,,"$2,310",,,"$2,000",,,,,
,,Henry County,,,,"$120,160",,,$740,,,$650,,,,,
,,Highland County,,,,"$196,150",,,"$1,210",,,"$1,060",,,,,
,,Isle of Wight County,,,,"$348,060",,,"$2,150",,,"$1,900",,,,,
,,James City County,,,,"$428,270",,,"$2,640",,,"$2,340",,,,,
,,King and Queen County,,,,"$231,290",,,"$1,430",,,"$1,230",,,,,
,,King George County,,,,"$400,150",,,"$2,470",,,"$2,160",,,,,
,,King William County,,,,"$274,510",,,"$1,690",,,"$1,460",,,,,
,,Lancaster County,,,,"$314,160",,,"$1,940",,,"$1,700",,,,,
,,Lee County,,,,"$102,970",,,$640,,,$560,,,,,
,,Loudoun County,,,,"$747,790",,,"$4,610",,,"$4,150",,,,,
,,Louisa County,,,,"$290,290",,,"$1,790",,,"$1,550",,,,,
,,Lunenburg County,,,,"$150,150",,,$930,,,$810,,,,,
,,Madison County,,,,"$334,800",,,"$2,070",,,"$1,810",,,,,
,,Mathews County,,,,"$378,130",,,"$2,330",,,"$2,070",,,,,
,,Mecklenburg County,,,,"$169,600",,,"$1,050",,,$920,,,,,
,,Middlesex County,,,,"$310,510",,,"$1,920",,,"$1,680",,,,,
,,Montgomery County,,,,"$345,280",,,"$2,130",,,"$1,830",,,,,
,,Nelson County,,,,"$297,280",,,"$1,830",,,"$1,600",,,,,
,,New Kent County,,,,"$385,530",,,"$2,380",,,"$2,060",,,,,
,,Northampton County,,,,"$264,720",,,"$1,630",,,"$1,430",,,,,
,,Northumberland County,,,,"$326,420",,,"$2,010",,,"$1,760",,,,,
,,Nottoway County,,,,"$182,180",,,"$1,120",,,$980,,,,,
,,Orange County,,,,"$339,640",,,"$2,100",,,"$1,840",,,,,
,,Page County,,,,"$212,810",,,"$1,310",,,"$1,150",,,,,
,,Patrick County,,,,"$147,460",,,$910,,,$800,,,,,
,,Powhatan County,,,,"$388,030",,,"$2,390",,,"$2,070",,,,,
,,Prince Edward County,,,,"$207,870",,,"$1,280",,,"$1,120",,,,,
,,Prince George County,,,,"$274,610",,,"$1,690",,,"$1,470",,,,,
,,Prince William County,,,,"$536,370",,,"$3,310",,,"$2,980",,,,,
,,Pulaski County,,,,"$198,660",,,"$1,230",,,"$1,060",,,,,
,,Rappahannock County,,,,"$547,610",,,"$3,380",,,"$2,960",,,,,
,,Richmond County,,,,"$234,950",,,"$1,450",,,"$1,270",,,,,
,,Roanoke County,,,,"$289,530",,,"$1,790",,,"$1,560",,,,,
,,Rockbridge County,,,,"$249,460",,,"$1,540",,,"$1,350",,,,,
,,Rockingham County,,,,"$338,930",,,"$2,090",,,"$1,850",,,,,
,,Russell County,,,,"$120,380",,,$740,,,$650,,,,,
,,Scott County,,,,"$133,860",,,$830,,,$710,,,,,
,,Shenandoah County,,,,"$266,120",,,"$1,640",,,"$1,440",,,,,
,,Smyth County,,,,"$129,620",,,$800,,,$700,,,,,
,,Southampton County,,,,"$214,640",,,"$1,320",,,"$1,160",,,,,
,,Spotsylvania County,,,,"$410,160",,,"$2,530",,,"$2,280",,,,,
,,Stafford County,,,,"$500,480",,,"$3,090",,,"$2,780",,,,,
,,Surry County,,,,"$245,850",,,"$1,520",,,"$1,340",,,,,
,,Sussex County,,,,"$164,360",,,"$1,010",,,$880,,,,,
,,Tazewell County,,,,"$120,590",,,$740,,,$650,,,,,
,,Warren County,,,,"$307,070",,,"$1,890",,,"$1,700",,,,,
,,Washington County,,,,"$198,110",,,"$1,220",,,"$1,050",,,,,
,,Westmoreland County,,,,"$262,250",,,"$1,620",,,"$1,420",,,,,
,,Wise County,,,,"$116,080",,,$720,,,$630,,,,,
,,Wythe County,,,,"$168,850",,,"$1,040",,,$910,,,,,
,,York County,,,,"$437,830",,,"$2,700",,,"$2,390",,,,,
,,Alexandria city,,,,"$783,160",,,"$4,830",,,"$4,350",,,,,
,,Bristol city,,,,"$169,550",,,"$1,050",,,$900,,,,,
,,Buena Vista city,,,,"$159,930",,,$990,,,$860,,,,,
,,Charlottesville city,,,,"$430,530",,,"$2,660",,,"$2,310",,,,,
,,Chesapeake city,,,,"$388,540",,,"$2,400",,,"$2,120",,,,,
,,Colonial Heights city,,,,"$240,980",,,"$1,490",,,"$1,290",,,,,
,,Covington city,,,,"$86,090",,,$530,,,$470,,,,,
,,Emporia city,,,,"$139,080",,,$860,,,$750,,,,,
,,Fairfax city,,,,"$679,860",,,"$4,190",,,"$3,770",,,,,
,,Falls Church city,,,,"$982,220",,,"$6,060",,,"$5,450",,,,,
,,Franklin city,,,,"$212,700",,,"$1,310",,,"$1,150",,,,,
,,Fredericksburg city,,,,"$458,820",,,"$2,830",,,"$2,550",,,,,
,,Galax city,,,,"$117,480",,,$720,,,$630,,,,,
,,Hampton city,,,,"$265,610",,,"$1,640",,,"$1,450",,,,,
,,Harrisonburg city,,,,"$280,180",,,"$1,730",,,"$1,530",,,,,
,,Hopewell city,,,,"$165,010",,,"$1,020",,,$880,,,,,
,,Lexington city,,,,"$241,510",,,"$1,490",,,"$1,300",,,,,
,,Lynchburg city,,,,"$218,150",,,"$1,350",,,"$1,250",,,,,
,,Manassas city,,,,"$412,250",,,"$2,540",,,"$2,290",,,,,
,,Manassas Park city,,,,"$387,970",,,"$2,390",,,"$2,150",,,,,
,,Martinsville city,,,,"$88,990",,,$550,,,$480,,,,,
,,Newport News city,,,,"$255,940",,,"$1,580",,,"$1,400",,,,,
,,Norfolk city,,,,"$286,330",,,"$1,770",,,"$1,570",,,,,
,,Norton city,,,,"$111,990",,,$690,,,$610,,,,,
,,Petersburg city,,,,"$160,220",,,$990,,,$850,,,,,
,,Poquoson city,,,,"$432,100",,,"$2,670",,,"$2,360",,,,,
,,Portsmouth city,,,,"$246,170",,,"$1,520",,,"$1,350",,,,,
,,Radford city,,,,"$223,810",,,"$1,380",,,"$1,190",,,,,
,,Richmond city,,,,"$377,470",,,"$2,330",,,"$2,010",,,,,
,,Roanoke city,,,,"$197,690",,,"$1,220",,,"$1,070",,,,,
,,Salem city,,,,"$249,970",,,"$1,540",,,"$1,350",,,,,
,,Staunton city,,,,"$235,920",,,"$1,460",,,"$1,270",,,,,
,,Suffolk city,,,,"$348,700",,,"$2,150",,,"$1,910",,,,,
,,Virginia Beach city,,,,"$393,420",,,"$2,430",,,"$2,150",,,,,
,,Waynesboro city,,,,"$243,660",,,"$1,500",,,"$1,320",,,,,
,,Williamsburg city,,,,"$409,680",,,"$2,530",,,"$2,240",,,,,
,,Winchester city,,,,"$319,170",,,"$1,970",,,"$1,740",,,,,
Washington,,Adams County,,,,"$226,470",,,"$1,400",,,"$1,260",,,,,
,,Asotin County,,,,"$253,810",,,"$1,570",,,"$1,550",,,,,
,,Benton County,,,,"$400,330",,,"$2,470",,,"$2,290",,,,,
,,Chelan County,,,,"$529,590",,,"$3,270",,,"$2,860",,,,,
,,Clallam County,,,,"$450,440",,,"$2,780",,,"$2,510",,,,,
,,Clark County,,,,"$536,170",,,"$3,310",,,"$3,090",,,,,
,,Columbia County,,,,"$239,730",,,"$1,480",,,"$1,330",,,,,
,,Cowlitz County,,,,"$407,760",,,"$2,520",,,"$2,400",,,,,
,,Douglas County,,,,"$394,260",,,"$2,430",,,"$2,130",,,,,
,,Ferry County,,,,"$263,850",,,"$1,630",,,"$1,470",,,,,
,,Franklin County,,,,"$387,230",,,"$2,390",,,"$2,210",,,,,
,,Garfield County,,,,"$198,390",,,"$1,220",,,"$1,100",,,,,
,,Grant County,,,,"$296,950",,,"$1,830",,,"$1,650",,,,,
,,Grays Harbor County,,,,"$313,870",,,"$1,940",,,"$1,750",,,,,
,,Island County,,,,"$625,130",,,"$3,860",,,"$3,480",,,,,
,,Jefferson County,,,,"$469,130",,,"$2,890",,,"$2,610",,,,,
,,King County,,,,"$880,720",,,"$5,430",,,"$5,010",,,,,
,,Kitsap County,,,,"$577,970",,,"$3,570",,,"$3,130",,,,,
,,Kittitas County,,,,"$436,030",,,"$2,690",,,"$2,430",,,,,
,,Klickitat County,,,,"$368,060",,,"$2,270",,,"$2,050",,,,,
,,Lewis County,,,,"$395,940",,,"$2,440",,,"$2,200",,,,,
,,Lincoln County,,,,"$242,760",,,"$1,500",,,"$1,350",,,,,
,,Mason County,,,,"$448,250",,,"$2,770",,,"$2,490",,,,,
,,Okanogan County,,,,"$262,180",,,"$1,620",,,"$1,460",,,,,
,,Pacific County,,,,"$263,230",,,"$1,620",,,"$1,460",,,,,
,,Pend Oreille County,,,,"$300,920",,,"$1,860",,,"$1,670",,,,,
,,Pierce County,,,,"$550,070",,,"$3,390",,,"$3,130",,,,,
,,San Juan County,,,,"$703,440",,,"$4,340",,,"$3,910",,,,,
,,Skagit County,,,,"$562,090",,,"$3,470",,,"$3,030",,,,,
,,Skamania County,,,,"$446,140",,,"$2,750",,,"$2,570",,,,,
,,Snohomish County,,,,"$728,520",,,"$4,500",,,"$4,140",,,,,
,,Spokane County,,,,"$412,920",,,"$2,550",,,"$2,410",,,,,
,,Stevens County,,,,"$289,540",,,"$1,790",,,"$1,610",,,,,
,,Thurston County,,,,"$513,830",,,"$3,170",,,"$2,830",,,,,
,,Wahkiakum County,,,,"$333,180",,,"$2,060",,,"$1,850",,,,,
,,Walla Walla County,,,,"$346,240",,,"$2,140",,,"$1,930",,,,,
,,Whatcom County,,,,"$606,120",,,"$3,740",,,"$3,490",,,,,
,,Whitman County,,,,"$311,680",,,"$1,920",,,"$1,730",,,,,
,,Yakima County,,,,"$312,250",,,"$1,930",,,"$1,740",,,,,
,,Barbour County,,,,"$127,110",,,$780,,,$690,,,,,
,,Berkeley County,,,,"$301,310",,,"$1,860",,,"$1,550",,,,,
,,Boone County,,,,"$92,330",,,$570,,,$510,,,,,
,,Braxton County,,,,"$101,580",,,$630,,,$550,,,,,
,,Brooke County,,,,"$122,100",,,$750,,,$670,,,,,
West Virginia,,Cabell County,,,,"$175,490",,,"$1,080",,,$910,,,,,
,,Calhoun County,,,,"$118,570",,,$730,,,$640,,,,,
,,Clay County,,,,"$106,610",,,$660,,,$590,,,,,
,,Doddridge County,,,,"$157,340",,,$970,,,$860,,,,,
,,Fayette County,,,,"$110,230",,,$680,,,$600,,,,,
,,Gilmer County,,,,"$95,920",,,$590,,,$520,,,,,
,,Grant County,,,,"$160,220",,,$990,,,$870,,,,,
,,Greenbrier County,,,,"$139,290",,,$860,,,$760,,,,,
,,Hampshire County,,,,"$196,680",,,"$1,210",,,"$1,070",,,,,
,,Hancock County,,,,"$118,590",,,$730,,,$650,,,,,
,,Hardy County,,,,"$163,750",,,"$1,010",,,$890,,,,,
,,Harrison County,,,,"$182,870",,,"$1,130",,,$990,,,,,
,,Jackson County,,,,"$158,300",,,$980,,,$860,,,,,
,,Jefferson County,,,,"$317,530",,,"$1,960",,,"$1,760",,,,,
,,Kanawha County,,,,"$143,310",,,$880,,,$790,,,,,
,,Lewis County,,,,"$143,240",,,$880,,,$780,,,,,
,,Lincoln County,,,,"$99,950",,,$620,,,$550,,,,,
,,Logan County,,,,"$108,100",,,$670,,,$590,,,,,
,,McDowell County,,,,"$50,740",,,$310,,,$280,,,,,
,,Marion County,,,,"$157,660",,,$970,,,$860,,,,,
,,Marshall County,,,,"$141,630",,,$870,,,$760,,,,,
,,Mason County,,,,"$126,150",,,$780,,,$690,,,,,
,,Mercer County,,,,"$122,940",,,$760,,,$670,,,,,
,,Mineral County,,,,"$146,690",,,$910,,,$940,,,,,
,,Mingo County,,,,"$95,810",,,$590,,,$520,,,,,
,,Monongalia County,,,,"$229,440",,,"$1,420",,,"$1,430",,,,,
,,Monroe County,,,,"$147,830",,,$910,,,$800,,,,,
,,Morgan County,,,,"$240,620",,,"$1,480",,,"$1,230",,,,,
,,Nicholas County,,,,"$118,140",,,$730,,,$640,,,,,
,,Ohio County,,,,"$166,040",,,"$1,020",,,$890,,,,,
,,Pendleton County,,,,"$180,730",,,"$1,120",,,$980,,,,,
,,Pleasants County,,,,"$115,110",,,$710,,,$700,,,,,
,,Pocahontas County,,,,"$138,330",,,$850,,,$750,,,,,
,,Preston County,,,,"$137,640",,,$850,,,$860,,,,,
,,Putnam County,,,,"$213,960",,,"$1,320",,,"$1,170",,,,,
,,Raleigh County,,,,"$165,460",,,"$1,020",,,$900,,,,,
,,Randolph County,,,,"$137,470",,,$850,,,$750,,,,,
,,Ritchie County,,,,"$112,370",,,$690,,,$610,,,,,
,,Roane County,,,,"$125,720",,,$780,,,$680,,,,,
,,Summers County,,,,"$131,810",,,$810,,,$720,,,,,
,,Taylor County,,,,"$147,510",,,$910,,,$800,,,,,
,,Tucker County,,,,"$150,720",,,$930,,,$820,,,,,
,,Tyler County,,,,"$117,280",,,$720,,,$640,,,,,
,,Upshur County,,,,"$164,070",,,"$1,010",,,$890,,,,,
,,Wayne County,,,,"$127,480",,,$790,,,$660,,,,,
,,Webster County,,,,"$88,020",,,$540,,,$480,,,,,
,,Wetzel County,,,,"$113,330",,,$700,,,$620,,,,,
,,Wirt County,,,,"$103,800",,,$640,,,$630,,,,,
,,Wood County,,,,"$134,980",,,$830,,,$820,,,,,
,,Wyoming County,,,,"$79,150",,,$490,,,$430,,,,,
,,Adams County,,,,"$184,630",,,"$1,140",,,$980,,,,,
,,Ashland County,,,,"$157,330",,,$970,,,$830,,,,,
,,Barron County,,,,"$200,190",,,"$1,240",,,"$1,060",,,,,
,,Bayfield County,,,,"$235,390",,,"$1,450",,,"$1,250",,,,,
,,Brown County,,,,"$268,430",,,"$1,660",,,"$1,460",,,,,
,,Buffalo County,,,,"$200,520",,,"$1,240",,,"$1,060",,,,,
,,Burnett County,,,,"$220,150",,,"$1,360",,,"$1,170",,,,,
,,Calumet County,,,,"$252,850",,,"$1,560",,,"$1,360",,,,,
,,Chippewa County,,,,"$256,450",,,"$1,580",,,"$1,360",,,,,
,,Clark County,,,,"$167,740",,,"$1,030",,,$890,,,,,
,,Columbia County,,,,"$264,060",,,"$1,630",,,"$1,410",,,,,
,,Crawford County,,,,"$175,750",,,"$1,080",,,$930,,,,,
,,Dane County,,,,"$404,870",,,"$2,500",,,"$2,170",,,,,
,,Dodge County,,,,"$252,270",,,"$1,560",,,"$1,340",,,,,
,,Door County,,,,"$299,630",,,"$1,850",,,"$1,590",,,,,
,,Douglas County,,,,"$181,520",,,"$1,120",,,"$1,020",,,,,
,,Dunn County,,,,"$232,430",,,"$1,430",,,"$1,230",,,,,
,,Eau Claire County,,,,"$269,160",,,"$1,660",,,"$1,430",,,,,
,,Florence County,,,,"$173,660",,,"$1,070",,,$920,,,,,
,,Fond du Lac County,,,,"$253,010",,,"$1,560",,,"$1,280",,,,,
,,Forest County,,,,"$175,530",,,"$1,080",,,$930,,,,,
,,Grant County,,,,"$190,110",,,"$1,170",,,"$1,010",,,,,
,,Green County,,,,"$237,910",,,"$1,470",,,"$1,260",,,,,
,,Green Lake County,,,,"$204,030",,,"$1,260",,,"$1,080",,,,,
,,Iowa County,,,,"$250,730",,,"$1,550",,,"$1,340",,,,,
,,Iron County,,,,"$157,990",,,$970,,,$840,,,,,
,,Jackson County,,,,"$186,380",,,"$1,150",,,$990,,,,,
,,Jefferson County,,,,"$303,470",,,"$1,870",,,"$1,610",,,,,
,,Juneau County,,,,"$168,510",,,"$1,040",,,$890,,,,,
,,Kenosha County,,,,"$270,830",,,"$1,670",,,"$1,470",,,,,
,,Kewaunee County,,,,"$204,070",,,"$1,260",,,"$1,110",,,,,
,,La Crosse County,,,,"$249,390",,,"$1,540",,,"$1,340",,,,,
,,Lafayette County,,,,"$182,760",,,"$1,130",,,$970,,,,,
,,Langlade County,,,,"$151,300",,,$930,,,$800,,,,,
,,Lincoln County,,,,"$179,470",,,"$1,110",,,$950,,,,,
,,Manitowoc County,,,,"$181,890",,,"$1,120",,,$960,,,,,
,,Marathon County,,,,"$222,390",,,"$1,370",,,"$1,170",,,,,
,,Marinette County,,,,"$156,010",,,$960,,,$830,,,,,
,,Marquette County,,,,"$207,760",,,"$1,280",,,"$1,100",,,,,
,,Menominee County,,,,"$114,350",,,$710,,,$610,,,,,
,,Milwaukee County,,,,"$236,550",,,"$1,460",,,"$1,260",,,,,
,,Monroe County,,,,"$201,730",,,"$1,240",,,"$1,070",,,,,
,,Oconto County,,,,"$208,010",,,"$1,280",,,"$1,130",,,,,
,,Oneida County,,,,"$235,390",,,"$1,450",,,"$1,250",,,,,
,,Outagamie County,,,,"$270,570",,,"$1,670",,,"$1,450",,,,,
,,Ozaukee County,,,,"$403,740",,,"$2,490",,,"$2,150",,,,,
,,Pepin County,,,,"$195,700",,,"$1,210",,,"$1,040",,,,,
,,Pierce County,,,,"$286,630",,,"$1,770",,,"$1,620",,,,,
,,Polk County,,,,"$244,270",,,"$1,510",,,"$1,290",,,,,
,,Portage County,,,,"$252,820",,,"$1,560",,,"$1,340",,,,,
,,Price County,,,,"$149,540",,,$920,,,$790,,,,,
,,Racine County,,,,"$258,470",,,"$1,590",,,"$1,380",,,,,
,,Richland County,,,,"$177,170",,,"$1,090",,,$940,,,,,
,,Rock County,,,,"$220,100",,,"$1,360",,,"$1,220",,,,,
,,,Rusk County,,,,,"$158,750",,,$980,,$840,,,,
,,,St. Croix County,,,,,"$368,290",,,"$2,270",,"$2,080",,,,
,,,Sauk County,,,,,"$284,180",,,"$1,750",,"$1,510",,,,
,,,Sawyer County,,,,,"$231,000",,,"$1,430",,"$1,220",,,,
,,,Shawano County,,,,,"$182,980",,,"$1,130",,$970,,,,
,,,Sheboygan County,,,,,"$244,910",,,"$1,510",,"$1,240",,,,
,,,Taylor County,,,,,"$185,070",,,"$1,140",,$980,,,,
,,,Trempealeau County,,,,,"$212,360",,,"$1,310",,"$1,120",,,,
,,,Vernon County,,,,,"$211,380",,,"$1,300",,"$1,120",,,,
,,,Vilas County,,,,,"$280,340",,,"$1,730",,"$1,480",,,,
,,,Walworth County,,,,,"$318,820",,,"$1,970",,"$1,690",,,,
,,,Washburn County,,,,,"$215,870",,,"$1,330",,"$1,140",,,,
,,,Washington County,,,,,"$343,430",,,"$2,120",,"$1,830",,,,
,,,Waukesha County,,,,,"$414,100",,,"$2,560",,"$2,210",,,,
,,,Waupaca County,,,,,"$195,700",,,"$1,210",,"$1,040",,,,
,,,Waushara County,,,,,"$191,640",,,"$1,180",,"$1,020",,,,
,,,Winnebago County,,,,,"$225,300",,,"$1,390",,"$1,200",,,,
,,,Wood County,,,,,"$194,160",,,"$1,200",,"$1,030",,,,
,Wyoming,,Albany County,,,,,"$302,680",,,"$1,870",,"$1,690",,,,
,,,Big Horn County,,,,,"$186,700",,,"$1,150",,"$1,040",,,,
,,,Campbell County,,,,,"$257,310",,,"$1,590",,"$1,440",,,,
,,,Carbon County,,,,,"$220,960",,,"$1,360",,"$1,240",,,,
,,,Converse County,,,,,"$261,360",,,"$1,610",,"$1,460",,,,
,,,Crook County,,,,,"$280,980",,,"$1,730",,"$1,570",,,,
,,,Fremont County,,,,,"$245,780",,,"$1,520",,"$1,370",,,,
,,,Goshen County,,,,,"$225,530",,,"$1,390",,"$1,260",,,,
,,,Hot Springs County,,,,,"$198,540",,,"$1,220",,"$1,110",,,,
,,,Johnson County,,,,,"$307,560",,,"$1,900",,"$1,720",,,,
,,,Laramie County,,,,,"$335,630",,,"$2,070",,"$1,960",,,,
,,,Lincoln County,,,,,"$337,990",,,"$2,090",,"$1,890",,,,
,,,Natrona County,,,,,"$280,640",,,"$1,730",,"$1,510",,,,
,,,Niobrara County,,,,,"$203,100",,,"$1,250",,"$1,140",,,,
,,,Park County,,,,,"$342,140",,,"$2,110",,"$1,910",,,,
,,,Platte County,,,,,"$246,200",,,"$1,520",,"$1,380",,,,
,,,Sheridan County,,,,,"$355,540",,,"$2,190",,"$1,990",,,,
,,,Sublette County,,,,,"$352,420",,,"$2,170",,"$1,970",,,,
,,,Sweetwater County,,,,,"$249,520",,,"$1,540",,"$1,400",,,,
,,,Teton County,,,,,"$1,181,140",,,"$7,290",,"$6,610",,,,
,,,Uinta County,,,,,"$233,420",,,"$1,440",,"$1,310",,,,
,,,Washakie County,,,,,"$201,440",,,"$1,240",,"$1,130",,,,
,,,Weston County,,,,,"$216,910",,,"$1,340",,"$1,210",,,,
©2024 National Association of REALTORS®.,,,,,,,,,,,,,,,,,
All Rights Reserved.,,,,,,,,,,,,,,,,,
May not be reprinted in whole or in part without permission of the National Association of REALTORS®.,,,,,,,,,,,,,,,,,
"For reprint information, contact data@nar.realtor",,,,,,,,,,,,,,,,,
